"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Dhps",0.0274636500240099,0.255030817284317,1,1,1
"Chid1",0.0274984514935064,0.24923387269292,1,1,1
"Gm4632",0.0275106125460283,-0.114630491340417,0.778,1,1
"Bcl2a1c",0.0275173857231645,0.253023361477879,1,0.889,1
"Gcnt7",0.0275256794464675,0.183661844981779,0.556,0.111,1
"Gm17056",0.0275552057900575,-0.342477254219798,1,1,1
"Gm32688",0.0275750889752544,-0.211199856685414,1,1,1
"Aplp1",0.0276387148944928,0.611614012811187,1,1,1
"Rpl41",0.0276492029597195,-0.227753457580477,1,1,1
"Gja5",0.0276620009649681,-0.130949232965533,0.444,1,1
"AC113595.1",0.0276661827889867,0.224548092370522,1,1,1
"Mpp2",0.0277286723602743,0.194980757132384,1,0.778,1
"Chst2",0.0277310805302637,-0.583398080250031,1,1,1
"Mob3b",0.0277766070267686,0.350686026059069,1,1,1
"Ccp110",0.0277949429767554,0.449315374975857,1,1,1
"Taf6l",0.0277983440981076,0.265929702034828,1,1,1
"Gm45188",0.0278039296026569,0.0916507812452494,0.667,0.222,1
"Heatr3",0.0278066740198301,0.288769570216096,1,1,1
"Celsr3",0.0278199320262845,0.185565669053149,0.667,0.222,1
"Smc6",0.0278434913595507,-0.0847056633519105,1,1,1
"Rbm34",0.027857440394525,0.241864488792002,1,1,1
"Clip1",0.0279151174140043,0.224953140311323,1,1,1
"Nsmce3",0.027932216511541,-0.21260144495339,1,1,1
"Hist2h2be",0.0279372975831172,0.51981569291102,1,0.889,1
"Olfr166",0.0279789994205935,0.241447046198845,0.556,0,1
"Il13ra1",0.0279948367865866,0.342539112772598,1,1,1
"Ppp1r14d",0.0279974128195037,0.0597050954385994,0.556,0.111,1
"Sgms2",0.0279989100107458,0.231742264418779,1,1,1
"Nepro",0.0280118891619594,0.31489405473931,1,0.889,1
"Chuk",0.0280306228691954,0.265049386146979,1,1,1
"Hist1h3a",0.0280718824380649,0.153933761346894,1,0.778,1
"Spock1",0.0281519348078763,0.32957402045225,0.889,0.556,1
"Tcf4",0.0281742795538443,-0.238243365530786,1,1,1
"Smim4",0.0281831716642875,-0.18664608142869,1,1,1
"Dock11",0.0281954984286227,0.47114145230939,1,1,1
"Tsr1",0.028229759779315,0.279118766292653,1,1,1
"Baz2b",0.0282397791487185,-0.0737325438416491,1,1,1
"Jak1",0.0282794210353786,-0.0827947481001583,1,1,1
"Ccr2",0.0283173656967118,0.642279823370359,1,1,1
"Dolk",0.0283362526989652,-0.161633542121606,1,1,1
"Tmem126a",0.0283387134216116,0.256245743739981,1,1,1
"Slc27a3",0.0283678224982085,-0.197360315369451,1,1,1
"Cycs",0.0283892508643227,0.554215746910451,1,1,1
"Nme4",0.0283894195544159,-0.0792321075220634,1,1,1
"Gm11110",0.0283987605781504,0.136204839266004,1,0.889,1
"Elovl1",0.0284044816543718,0.224480650895608,1,1,1
"Drg1",0.0284132249216432,-0.160845631219735,1,1,1
"Atg16l1",0.0284250181367928,0.269613673462864,1,1,1
"Rps5",0.0284745384591,-0.14330320509483,1,1,1
"Rell1",0.0285750659923506,0.347561587187321,1,1,1
"Mpzl3",0.0285969894163104,0.179579344543753,1,1,1
"Cyb561d1",0.0286468719493378,0.217655878693926,1,1,1
"Gm1673",0.0286478162407563,-0.152724536653808,1,1,1
"Fndc1",0.0286493764898057,0.0660406026790756,0.667,0.222,1
"Gtf2i",0.0286700560830667,-0.0988908858988049,1,1,1
"Lgr5",0.0286954518015369,0.0967459874926915,0.778,0.111,1
"Nsd3",0.0287140100253789,0.360224363299274,1,1,1
"Gtf2h5",0.0287300342333177,-0.167860131305653,1,1,1
"Cct8",0.0287804427794694,-0.0956600991515259,1,1,1
"Notch4",0.0287898253635428,-0.319077640317301,1,1,1
"Ddit4",0.0287914682366201,-0.173150311780139,1,1,1
"Slc45a1",0.028799281797961,0.129984538779268,0.556,0,1
"Ebpl",0.0288107837440112,-0.10750139763801,1,1,1
"Psph",0.0288126523492551,-0.116246606125644,1,1,1
"Nsmaf",0.028859107346263,0.351423831814932,1,1,1
"Snrnp35",0.0288851463952974,0.289365733910919,1,1,1
"Iars",0.0288931313041326,0.286372224424575,1,1,1
"Prkch",0.0289234005717578,-0.136166325167326,1,1,1
"Caskin2",0.0289986671319272,-0.3787226272239,1,1,1
"Plac8",0.0290053519279516,1.28209816135594,1,1,1
"Ubn1",0.0290065555458725,-0.076496731644354,1,1,1
"Jag2",0.0290494789567751,-0.216270119157225,1,1,1
"Spef1",0.0290683501125162,0.417459889870907,1,0.778,1
"Gm32633",0.0291137649357162,0.136335955443908,0.667,0.444,1
"Poldip3",0.0291224248260753,0.300282732170126,1,1,1
"Lcor",0.0291277439997873,0.268172552206421,1,1,1
"Depdc7",0.0292167486322339,0.220703175907757,1,1,1
"Snupn",0.0292170237442712,0.232730668888018,1,1,1
"Col5a2",0.0292996045322334,-0.145328439740504,0.889,1,1
"Cd101",0.0293282211049863,0.220311081010865,1,1,1
"Zfp644",0.0293285142905669,-0.117435007501524,1,1,1
"Col15a1",0.0293539569293301,-0.303417379165098,1,1,1
"Dhcr7",0.029356328785716,0.236701526118004,1,1,1
"Mpi",0.0293953861926296,0.266237279645473,1,1,1
"1700016K19Rik",0.0294431794079951,0.204518066392904,0.778,0.222,1
"Snph",0.0295406753217303,0.183044441642165,0.889,0.667,1
"Cd72",0.0295564022962593,0.639653159590166,1,1,1
"E230013L22Rik",0.0296015785877187,-0.177094744093491,0.889,1,1
"Daam1",0.0296098956856029,0.334268067128536,1,1,1
"2900089D17Rik",0.0296377542957882,-0.123593179648412,1,1,1
"Gnaq",0.0296837045318474,-0.107152172047208,1,1,1
"Zfp64",0.0296863210969424,-0.0742868029353811,1,1,1
"Sdhaf4",0.0296970554046771,-0.168758427358556,1,1,1
"Tstd2",0.0297570532748137,0.245004357040172,1,1,1
"Trak1",0.0297697185234517,0.219578107712974,1,1,1
"Vps37b",0.0298093280077869,0.58903606552094,1,1,1
"Eif5",0.0298234232999948,-0.146762472765454,1,1,1
"Moxd1",0.0298337829422307,0.272692844402216,0.778,0.667,1
"St3gal6",0.029856425814519,-0.200973738911446,1,1,1
"Vwa5b2",0.0298768434928045,0.0734281573295807,0.667,0.111,1
"Tgfbr2",0.0298962248919283,-0.0919486996756621,1,1,1
"Lpcat2",0.0299157700702414,-0.182862122466961,1,1,1
"Limd1",0.0299426259719328,0.34159094282466,1,1,1
"Zfp68",0.0299700318988813,-0.147887910006802,1,1,1
"Ptcd1",0.0299763736527942,0.224330697979421,1,1,1
"Sarm1",0.0300529689075884,0.0886958632197863,0.667,0,1
"1500004A13Rik",0.0300562060320221,0.181891109430438,1,0.889,1
"Mbnl1",0.0300758542748042,-0.0536436834862764,1,1,1
"Gm43848",0.0300826255093551,0.254260558937454,1,0.889,1
"Exoc3l",0.0301023526346531,-0.184966152898156,1,1,1
"1810030O07Rik",0.0301467194529256,0.216899851268625,1,1,1
"Bnip1",0.0301545337286306,0.266295899169976,1,1,1
"Scgb1b27",0.0301802041788872,-1.48275637722542,0.667,0.778,1
"Mark1",0.0302076279153407,0.152800890090545,1,0.889,1
"Atrip",0.0302510909161683,0.238785530885448,1,1,1
"Gm49980",0.0302589628805633,0.325356714620193,1,1,1
"Snca",0.0303633057569142,0.276133990847047,1,0.889,1
"E130215H24Rik",0.0303946136109463,0.133968604240716,0.889,0.333,1
"Mtmr14",0.0303982254357621,0.391096908378072,1,1,1
"Snu13",0.0304516867445825,-0.142405508105682,1,1,1
"Bhlhe41",0.0304648516477018,-0.158614095769766,1,1,1
"Gm9887",0.0304649052395324,-0.128292655139933,1,1,1
"Stxbp5l",0.0304680328665981,0.180768919886848,0.778,0.444,1
"Eef2",0.0304891993087495,-0.151364735332352,1,1,1
"St3gal5",0.0305417082583713,-0.0803066901483325,1,1,1
"Chm",0.0305426417613408,0.327389315946617,1,1,1
"Eid2",0.0305438076231269,-0.157656357086284,1,1,1
"Rtn4ip1",0.0305610416839143,0.225184945802031,1,1,1
"Nme5",0.0305968014417679,0.181775398294628,0.778,0.556,1
"Sar1b",0.0306155602229555,-0.226280932185412,1,1,1
"Fkbp9",0.030648876904432,-0.214302187354187,1,1,1
"Xrcc6",0.0306494598774292,0.26824178653311,1,1,1
"Pcbd2",0.0306960994404083,-0.138818121222875,1,1,1
"Fbxo38",0.0307236007896366,0.262232201476,1,1,1
"Rras",0.030734238388001,-0.108501203676432,1,1,1
"Cep83",0.0307346675321692,0.344376284254372,1,1,1
"Lfng",0.0307442119872773,-0.080152940038253,1,1,1
"Lamtor2",0.0307937464568261,-0.20874937164462,1,1,1
"Rbm39",0.0307952613727644,-0.255532212330567,1,1,1
"Man2a1",0.0308503929052105,0.248675337710036,1,1,1
"Ap5m1",0.0308578342237335,0.24744769440763,1,1,1
"Fen1",0.0308596195905338,0.272498570731737,1,1,1
"Gm43126",0.0308775954211947,0.068440297547244,0.556,0.111,1
"Ninl",0.0309034231248304,0.226016755790682,1,1,1
"Gaa",0.0309164382924268,-0.132203626155265,1,1,1
"Arhgap30",0.0309412949722684,0.511068547284801,1,1,1
"Pitpnm1",0.0309692321620004,0.482790382383078,1,1,1
"Rbbp6",0.0309808652321977,-0.046860854476032,1,1,1
"Tex261",0.0310160789892524,-0.110409002964843,1,1,1
"Enpp6",0.0310908387910295,-0.527290109830371,1,1,1
"Gatm",0.0311213157020368,0.294901976698789,1,1,1
"Sowaha",0.0311230776938533,0.159069031040796,0.556,0.333,1
"Enox1",0.031158964741414,0.143926570342926,0.778,0.222,1
"Mafb",0.0312112012343791,-0.228756533807554,1,1,1
"Ccr7",0.0312145568707079,1.09917533476391,1,1,1
"Uxt",0.031270952740446,0.253511447012821,1,1,1
"Rgl2",0.0312842466712543,-0.0698061248091175,1,1,1
"Npm1",0.0312871913453561,-0.174612875906357,1,1,1
"Klre1",0.0312935790797527,0.149039634072992,0.667,0.889,1
"Olfr1428",0.03131628737364,0.132417264263969,0.556,0,1
"Klhl9",0.0313432925552648,-0.100512445485723,1,1,1
"Synpo",0.0313454660597112,-0.277257307345545,1,1,1
"Kcnh7",0.0313846023730938,0.0921523986858941,0.778,0.222,1
"Ercc2",0.0314229956955076,0.163757377872687,1,1,1
"Tomm6",0.031454740704016,-0.22049508505533,1,1,1
"Pde6d",0.0314942043952322,0.387794873325767,1,1,1
"Senp6",0.0315124515601256,-0.116457923251151,1,1,1
"Filip1l",0.0315370266310245,0.473996187495589,1,1,1
"Gpc2",0.031579362472632,0.144892715147455,1,0.667,1
"Tmem123",0.0315862692759225,0.427510836588414,1,1,1
"4930592I03Rik",0.0315995787918039,0.0951220669101809,0.667,0.111,1
"Dhx29",0.0316048733172504,0.211443561195866,1,1,1
"Smap1",0.0316171573169065,-0.120769369382607,1,1,1
"Dab2ip",0.0316184310433178,-0.383592958829153,1,1,1
"Gm47230",0.0316753707860291,0.124971555408685,0.889,0.556,1
"Ptprr",0.0316927089551983,-0.24913808137144,1,1,1
"Bak1",0.0317184790831218,0.458712522774485,1,1,1
"Ccdc162",0.0317311299640866,0.206700867152955,1,0.778,1
"Gm34006",0.0317538290137766,0.150389342985328,1,0.556,1
"Clybl",0.0317553841843623,0.2841000563809,1,1,1
"Gatad2a",0.0317559879265987,0.29205353612768,1,1,1
"BC034090",0.0317645594265409,0.0808035794701847,0.778,0.222,1
"9130230N09Rik",0.0317795023708677,-0.071167118432852,0.889,1,1
"Ripk1",0.0317927594664271,0.378490488435136,1,1,1
"Galnt14",0.0318101946886737,0.243975714489482,0.667,0.667,1
"Gprc5c",0.0318125099394076,0.28166443611114,1,1,1
"Map3k19",0.0318136704661336,0.174774662923582,0.889,0.556,1
"Eif3k",0.0318178343210715,-0.13618584787798,1,1,1
"Psmg3",0.0318358778948629,0.202722161147583,1,1,1
"Jag1",0.0318367832732775,-0.212792621225348,1,1,1
"Tmod1",0.0318425154500088,0.217576543913813,1,1,1
"Ccdc82",0.0319021585546475,-0.0767749328372056,1,1,1
"Sox11",0.0319192857492463,0.50434508960426,1,0.778,1
"Acer3",0.0319316966010313,0.370205854125273,1,1,1
"Agps",0.0319799664458731,0.304260529909903,1,1,1
"Stbd1",0.0319889869955431,-0.12408857256464,1,1,1
"Wrn",0.0320112555241794,0.300644043474675,1,1,1
"Postn",0.0320406763392434,0.172588850109544,1,0.444,1
"Ppp4r4",0.0320663163062138,0.075679639126629,0.556,0.222,1
"Polr2j",0.0321148822024376,-0.136447339363287,1,1,1
"Dhx34",0.0321323558619338,0.284363783302371,1,1,1
"Zfp719",0.0321424933076131,-0.140564360517449,1,1,1
"Cd3d",0.0321691457335312,0.127054055194408,0.889,0.556,1
"Gns",0.0321868062162082,0.31666018774095,1,1,1
"Srek1ip1",0.0321992069612115,-0.131138934234957,1,1,1
"Gdi1",0.0322000871659157,-0.103812493569836,1,1,1
"Vill",0.0322510345632131,0.274237541620715,1,1,1
"Mlst8",0.0323129685740659,0.201378605856283,1,1,1
"Plcxd2",0.0323216772720481,0.178697926393533,1,0.889,1
"Gzmm",0.0323339885582715,-0.0990632679121042,0.333,0.778,1
"Minar1",0.0323900367551215,-0.0936052109070662,0.667,0.889,1
"Lrp6",0.0324354353087438,-0.153711283763386,1,1,1
"Rnf4",0.0325014690144471,0.331425079690333,1,1,1
"St6galnac3",0.0325066998155918,-0.154090478227044,1,1,1
"Tsr3",0.0325428824889072,0.212591726207027,1,1,1
"Emc7",0.0326000967954755,-0.218016792110079,1,1,1
"Dppa3",0.0326017916116409,-0.358263816978347,1,1,1
"Pde1c",0.0326088520137659,0.505565266758316,1,1,1
"Zfp821",0.0326224844014481,0.253423365610642,1,1,1
"Adam15",0.0326265866258463,-0.179961558202064,1,1,1
"Nsun3",0.0326627920242714,0.23646078003331,1,1,1
"Spdl1",0.0327232163970824,0.234208200841739,0.889,0.889,1
"Cfap47",0.032732248661161,0.121570752408994,0.667,0.222,1
"Ppib",0.0327599324040007,-0.273626334588704,1,1,1
"Pcbp1",0.0327941847222508,-0.144945604925888,1,1,1
"Wwtr1",0.0328089560628308,-0.228617651985098,1,1,1
"Lmtk3",0.0328136845741507,0.127162338911307,0.889,0.556,1
"Tepp",0.0328363453205773,-0.0899577895141808,0.222,0.667,1
"Dagla",0.0328379918755446,0.100356659603747,1,0.667,1
"Ptafr",0.0328984042743849,0.506685225970503,1,1,1
"Opa3",0.0328989319361352,0.334435192371424,1,1,1
"2310011J03Rik",0.0329678840631966,0.227665988573943,1,1,1
"Rap1gap2",0.03301938951271,0.299731753126394,1,1,1
"Leo1",0.0330398553163434,0.221414780185551,1,1,1
"mt-Atp8",0.0330628013930523,0.609403480996836,1,1,1
"Pcm1",0.0331275240782387,-0.0996909687602041,1,1,1
"Vsig10",0.0331288742557936,-0.172462350542032,1,1,1
"Rab43",0.0331366798932828,0.49878732832013,1,1,1
"Zfp995",0.0331810274834665,0.221259666801786,1,1,1
"Srms",0.0331975634369461,-0.113149815460035,0.778,1,1
"Relt",0.0332091582827787,0.364824568604979,1,1,1
"Cartpt",0.0332711263489596,0.538563871418689,1,0.444,1
"Nmt1",0.0332906743596953,0.360681579993016,1,1,1
"Large1",0.033360781063804,-0.0849940595508372,1,1,1
"Hsf1",0.0334128939108261,-0.0902808696275172,1,1,1
"Rnf215",0.0334314296893849,-0.139519729766806,1,1,1
"Havcr2",0.0334881673152448,0.393047390434594,1,1,1
"Zfp872",0.0335213756251582,0.0598703787803663,0.667,0.111,1
"Papss1",0.0335431238345372,-0.166292350092212,1,1,1
"Pclo",0.0335468612610787,0.421884530000761,1,0.889,1
"Prkci",0.0335676655916948,0.227182335483107,1,1,1
"Gpr82",0.033614035263925,0.279349788910732,0.889,0.667,1
"Emp1",0.0336194782961823,-0.141215364708408,1,1,1
"Tmtc4",0.0336333192001319,-0.186969660079034,1,1,1
"Slc39a1",0.0336926071717094,-0.144101881789931,1,1,1
"A930005H10Rik",0.0337288955251135,-0.189626932782736,1,1,1
"Antxr2",0.0337599269930317,0.371790984073466,1,1,1
"Kpna3",0.0337849269275256,0.241405006553878,1,1,1
"Gm29521",0.0337852963660736,-0.044375835851719,0.444,0.667,1
"Mvk",0.0337884977732187,0.230968236422667,1,1,1
"Kif27",0.0337947997159346,0.138316198074302,0.556,0.333,1
"Tm4sf5",0.0338031990731558,0.321204894303792,1,1,1
"Dapk2",0.0338174813171421,-0.139985248631177,1,1,1
"Bmf",0.0338224056909871,0.305132879501065,1,1,1
"Mfsd4b4",0.0338548601098099,0.163394568908473,1,0.667,1
"Ptpn6",0.0339005887981929,0.502878047433548,1,1,1
"Fkbp10",0.0339030275515434,-0.1554885022224,1,1,1
"Armcx6",0.0339251049111656,0.225931272064576,1,1,1
"Sgtb",0.0339353040201672,0.262769689761414,1,0.667,1
"Fmnl2",0.0339481941022402,0.255851635058094,1,1,1
"Gm8953",0.0339550245220197,0.116264707561257,0.667,0.889,1
"Gm43728",0.0339766268951464,0.2113823539338,1,1,1
"Dna2",0.0339824884197371,0.524279377791058,1,1,1
"Stk4",0.0339847726854256,0.368120906515924,1,1,1
"Ssh1",0.0340120547120888,-0.111156301708347,1,1,1
"Helz",0.0340413757389491,-0.0744515506850295,1,1,1
"Med9os",0.0340641085475185,0.112960642610918,0.667,0.222,1
"Pigu",0.0340774818274738,0.248817062850288,1,1,1
"Dubr",0.0341060258681603,0.275284824931914,1,1,1
"1700030J22Rik",0.0341242947831182,0.155585107571336,0.778,0.333,1
"Cfap20",0.0341278792232321,-0.225177496483983,1,1,1
"Cr1l",0.0341562990069394,-0.0975458560141396,1,1,1
"Baz1a",0.034158953137484,0.439712246463312,1,1,1
"Eya3",0.0341947568365371,0.246893270893006,1,1,1
"Wsb1",0.0342811477020451,-0.243069325353653,1,1,1
"Gm10553",0.0343060912268713,0.131926221800215,0.667,0.444,1
"Anks1b",0.0343088984604261,0.179446765782501,0.556,0.333,1
"Gm26885",0.0343761628050608,0.135276425256165,0.667,0.444,1
"Ccdc92b",0.0343896506672978,0.141307780615947,0.556,0.111,1
"Mier3",0.0343919905655068,0.329045666294752,1,1,1
"Atp6ap2",0.0344142691121962,-0.155271932846456,1,1,1
"Klra17",0.0344195717038918,0.374576388234832,1,1,1
"Olfml2b",0.0344821795184521,-0.0758246147925772,0.778,1,1
"Sesn3",0.0344881352346525,0.239520458535095,1,1,1
"Rbm48",0.0344889728913275,-0.189349240205699,1,1,1
"Npr2",0.0345102372876681,-0.1483691736058,1,1,1
"Ccn1",0.0345841000298844,-0.341964401681579,1,1,1
"Sytl2",0.0346192495024319,0.187084075664336,0.889,0.667,1
"Mylpf",0.0346532817773178,-0.138428032209237,1,1,1
"Ptprm",0.0346739282757292,-0.232024831624578,1,1,1
"Plau",0.0347345731424739,0.381765426770636,1,1,1
"Hap1",0.034760435022754,0.234642976673204,1,0.889,1
"Otub2",0.0347874441037254,-0.106472683650956,1,1,1
"Lamb2",0.0348435912122464,-0.289687898534621,1,1,1
"Def8",0.0348769709964045,0.276016057671146,1,1,1
"Gatc",0.0348801676770012,0.247023667664023,1,1,1
"Esrp1",0.0348856906393239,0.377790007345545,1,1,1
"Rpl15",0.0349244589243995,-0.142040416103945,1,1,1
"Gm43113",0.0349963562548307,0.188319425627708,0.889,0.778,1
"Lrpap1",0.0350031421173507,-0.0713282441310435,1,1,1
"Zcchc4",0.0350363972600945,0.245222002336233,1,1,1
"Gm26802",0.0350855976643694,-0.147218097177048,1,1,1
"Mrpl37",0.0350866153329938,0.268550816150521,1,1,1
"Thap1",0.0350890813142508,0.225500071657929,1,1,1
"Dctn1",0.0350893065451371,-0.0756469452520641,1,1,1
"Hey1",0.0350983369259392,-0.17637852891324,0.889,1,1
"Lamtor1",0.0351522259729226,-0.135571679613984,1,1,1
"Uqcrfs1",0.0351573574060283,-0.181354212109564,1,1,1
"Epg5",0.0351602072374917,0.234538181734663,1,1,1
"Fam129b",0.0352138411335931,0.256583195129877,1,1,1
"Pja1",0.0352381911501728,-0.134891135194182,1,1,1
"9530034E10Rik",0.035365928536035,0.217733113763786,0.889,0.778,1
"Ifnb1",0.0353881116656504,0.405748851010036,0.333,0.222,1
"Cxcl16",0.0354112027194754,0.405752038285133,1,1,1
"Ube2g1",0.0354138989521117,-0.13059778712993,1,1,1
"Got2",0.0354233227671312,0.295380811929116,1,1,1
"Gp6",0.0354360818884562,0.0967416788520454,0.444,0,1
"Syt1",0.0354680611814844,0.397478370126926,0.778,0.444,1
"Cfap69",0.0354760756467168,0.5013694236386,0.889,0.556,1
"D430020J02Rik",0.0355152123639501,0.125587000923925,0.889,1,1
"1700058P15Rik",0.0355733782561227,0.107742156739482,0.889,0.667,1
"Arfgef2",0.0356071229518127,0.263738541358214,1,1,1
"Kcnh3",0.0356108058455374,0.242617779106168,0.667,0.444,1
"Adamts10",0.0356271198980614,-0.0821932853740706,1,1,1
"Ubtd1",0.0356335314847588,0.290179989100689,1,1,1
"Cpn1",0.0356542209530331,0.136972423093881,0.556,0.333,1
"Prpf40b",0.0357036923530416,-0.239668814175895,1,1,1
"Zkscan8",0.0357087832540398,0.224854135400728,1,1,1
"Spout1",0.0357421916158945,0.214494983095497,1,1,1
"Mrps10",0.0357421934041502,0.236583722228461,1,1,1
"Tarsl2",0.035751892002125,0.31205060107642,1,1,1
"3222401L13Rik",0.0357983543597147,-0.165998070636892,1,1,1
"Vdr",0.035803519492379,0.178743395051403,1,1,1
"Lrrc73",0.0358402415041689,0.105029385635059,1,0.333,1
"1110019D14Rik",0.0358562083101508,-0.125168311554227,1,1,1
"Zranb1",0.0358919631363082,-0.0705430719875626,1,1,1
"Tmem33",0.0359006130925009,-0.05039638530141,1,1,1
"Asf1a",0.0359064479030014,-0.130158861552896,1,1,1
"Grik5",0.0359921222159356,0.133622303862957,1,0.556,1
"Mtor",0.0359950792128428,0.280889927663669,1,1,1
"Baiap2l1",0.0360222147871271,0.226982491998779,1,0.889,1
"Prxl2c",0.036077337268403,-0.258835473736711,1,1,1
"Tent5a",0.0360917087194964,0.379846326949044,1,1,1
"L2hgdh",0.036094732673701,-0.120283146351641,1,1,1
"2510009E07Rik",0.0361156293130903,-0.149863693502205,1,1,1
"1110059G10Rik",0.0361253936958667,-0.0747684689817802,1,1,1
"Gna14",0.0361856290495573,0.252671888405312,1,1,1
"Adck1",0.0362461597602522,0.301891492445932,1,1,1
"Srfbp1",0.0362627584382016,0.245820119264925,1,1,1
"Wdr70",0.0363578417428228,0.233845474258499,1,1,1
"Pde4dip",0.0363989039606325,0.24439483548066,1,1,1
"Rpl39",0.03640460192178,-0.324694994635884,1,1,1
"Ank2",0.0365302023558932,0.337288215537158,1,1,1
"Gm48742",0.0365518143884499,0.115317920476614,0.778,0.444,1
"Zfp449",0.0365683169975125,-0.128338665845154,0.889,1,1
"Usp45",0.0365698369527832,0.344557296728445,1,1,1
"Ncoa7",0.0365798997581507,0.441337539958398,1,1,1
"Crlf2",0.036588901898964,0.424594764071208,1,1,1
"Fam160a1",0.036627260361806,0.25457294227092,1,0.667,1
"Mamstr",0.0366280073667546,-0.0952776908197617,1,1,1
"Sirt4",0.0366441448439511,-0.121754844979986,1,1,1
"Ddx3x",0.0366503627809863,-0.107855243154254,1,1,1
"Rprm",0.0366539256336036,0.175477068302431,0.778,0.222,1
"Ltbp4",0.0366586599311182,-0.743759118891276,1,1,1
"Srek1",0.0366752578702923,-0.121267884651851,1,1,1
"Dancr",0.0367548213933107,-0.0864290530761687,1,1,1
"Polr2c",0.0367744114162286,-0.142256745701418,1,1,1
"Pdgfc",0.0367874116944314,-0.135621159510138,1,1,1
"Tmem204",0.0368604425243755,-0.344243846811238,1,1,1
"A930029G22Rik",0.0369409454761515,-0.0973263179884918,0.778,1,1
"Alms1",0.0369651272838574,0.309279063295691,1,1,1
"Apold1",0.0369852811203367,-0.22908369346311,1,1,1
"Scrn1",0.0370576888829015,0.248092905834752,0.889,0.556,1
"Zfp868",0.0370764587105994,0.231134442696185,1,1,1
"Cmtr2",0.0370871672129917,0.160290482600806,1,0.889,1
"Herpud1",0.0370905909537484,-0.125666433047663,1,1,1
"Gm43462",0.037152911084446,0.235863558528457,1,1,1
"Gsdmd",0.0372966354448934,0.435683496156057,1,1,1
"Zfp692",0.0373202405035317,0.288541721450607,1,1,1
"Pdgfrl",0.0373206407702164,0.132099793768093,0.778,0.444,1
"Kcnk2",0.0374057082501861,0.0772409516468033,0.778,0.111,1
"Kifap3",0.0374502205904401,-0.237601278060013,1,1,1
"Timp3",0.0375044883951565,-0.268175178282038,1,1,1
"Ms4a2",0.0375103092431997,0.096526567349895,0.778,0.222,1
"Kat14",0.037554949875359,0.264872481831834,1,1,1
"Ly6e",0.0375748343077805,0.473307665292693,1,1,1
"Actr2",0.0376421737588275,0.330983964244738,1,1,1
"Asah1",0.0376460922074164,-0.108040240273601,1,1,1
"Vps52",0.0376727232332545,0.257932415185897,1,1,1
"Tefm",0.0376801122764962,0.180985468342278,1,1,1
"Cyp51",0.0376879677183353,0.521553170222691,1,1,1
"Dcaf12",0.0376991793584488,-0.048993447636404,1,1,1
"Zfp65",0.0377007682291218,0.197526629435698,1,1,1
"Lrrc29",0.0377679790931966,0.0883044941007602,0.778,0.778,1
"Usp32",0.0377722300746207,0.278975621394734,1,1,1
"Atp6v1g3",0.0377955747601749,0.0668157579560975,0.667,0.111,1
"Lactb",0.0377961477154928,0.400304225978972,1,1,1
"Arpc3",0.0378086205999565,-0.158395483005429,1,1,1
"Nxnl2",0.037812346598611,0.2301920750596,0.667,0.222,1
"Noc3l",0.0378260827815483,0.232832921425119,1,1,1
"Gm46411",0.0378815698382301,0.0991185633188278,0.889,0.667,1
"Dram1",0.0378936703984663,0.347638763845307,1,1,1
"Plpp3",0.0378990835712101,-0.694172158975872,1,1,1
"Plekha2",0.0379051608595675,0.357947622850028,1,1,1
"Dtymk",0.0379559887108485,-0.0467585872234133,1,1,1
"Tns3",0.0379777438805894,0.242757807842379,1,1,1
"Aasdh",0.0379897667348989,0.259381224796858,1,1,1
"Fsip1",0.0380175456409824,0.0978445636886973,0.556,0,1
"Fzd9",0.0380686051141404,-0.0620460679354449,0.556,0.889,1
"Mxd4",0.0380952697186026,-0.214970299838131,1,1,1
"Supt5",0.0381022839349682,0.258294480869351,1,1,1
"Lztfl1",0.0381313511875649,-0.12571628143163,1,1,1
"Filip1",0.0382124146054967,-0.276779827479688,1,1,1
"Anapc16",0.0382902594916116,-0.0876060730675745,1,1,1
"Ezh2",0.0383099250256912,0.38454717878967,1,1,1
"Cyp11a1",0.0383405536239992,0.162416560921543,0.667,0.222,1
"Orai3",0.0383733112072797,-0.201890908234035,1,1,1
"Rabggtb",0.038385875069235,-0.116024986236239,1,1,1
"St6gal1",0.0383862183009453,-0.238596130684217,1,1,1
"Rab3gap2",0.0384007801578155,0.296301143415743,1,1,1
"Gm37850",0.0384156933278728,0.060468235783941,0.667,0.222,1
"Gjc1",0.0384174755577578,-0.204098406881484,1,1,1
"Gm48226",0.038456244840235,-0.0853642382161777,1,1,1
"Rmi2",0.038523500566578,0.184310835340356,1,0.667,1
"Tpgs2",0.0385453091975784,-0.165735272106677,1,1,1
"Gal3st2c",0.0385466017120387,0.173945882688281,0.667,0.444,1
"Haspin",0.0385823465039654,0.154956234562023,1,1,1
"Srp14",0.038589954444789,-0.22281401054909,1,1,1
"Mettl9",0.0385903858140728,-0.076715631603176,1,1,1
"Hspb11",0.0385991738189486,-0.111130176097747,1,1,1
"Phka2",0.0386031108009367,0.284481088626701,1,1,1
"Srrm3",0.0386584869014288,0.142944164445964,0.778,0.222,1
"Gm4707",0.0386792123285103,0.263815328403112,1,1,1
"Ybx3",0.0387017211914028,-0.106888924821044,1,1,1
"Fli1",0.0387309557279323,-0.0748508444805974,1,1,1
